index,2,73,74,39,4,33,34,35,22,19,80,81,97,IMR,Total District Hospitals,Life Expectancy
415,South West Garo Hills,28.5,60.6,55.1,67.3,32.2,26.4,19.9,92.1,91.1,71.4,58.6,82.6,29.0,11,70.43913043
416,East Garo Hills,25.5,59.9,57.5,55.7,39.7,26.5,20.1,83.3,76.6,83.9,67.0,86.7,29.0,11,70.43913043
417,East Khasi Hills,57.5,33.6,41.6,40.0,44.6,23.8,11.2,56.6,53.2,80.9,90.0,93.7,29.0,11,70.43913043
418,East Jaintia Hills,58.6,49.1,45.0,40.6,49.8,23.6,8.5,83.8,80.8,83.6,74.6,76.0,29.0,11,70.43913043
419,South Garo Hills,33.3,65.9,61.7,65.0,29.8,20.8,18.3,89.6,94.7,88.4,60.4,88.6,29.0,11,70.43913043
420,West Garo Hills,48.0,70.9,67.2,62.0,39.5,26.3,14.9,87.4,84.1,86.3,83.7,89.0,29.0,11,70.43913043
421,West Khasi Hills,64.0,42.0,41.4,40.4,59.0,31.1,8.0,71.5,67.6,87.8,80.5,87.4,29.0,11,70.43913043
422,South West Khasi Hills,63.4,42.9,38.7,53.8,51.4,27.6,10.4,86.4,80.5,89.6,85.3,85.9,29.0,11,70.43913043
423,Mamit,52.5,63.9,44.9,42.4,26.4,13.9,7.4,95.2,87.4,92.7,97.3,89.6,3.0,9,70.43913043
424,Serchhip,60.345,85.397,43.243,30.127,31.55,14.297,8.544,86.018,85.8,98.157,97.7,99.493,3.0,9,70.43913043
425,Champhai,63.4,72.3,52.1,31.6,27.2,13.1,12.1,92.7,87.7,98.3,98.6,97.7,3.0,9,70.43913043
426,Hnahthial,56.7,67.1,39.4,34.2,26.5,11.1,9.5,85.0,82.2,95.6,96.0,91.6,3.0,9,70.43913043
427,Saitual,66.178,72.899,41.786,31.546,26.163,11.19,9.481,84.623,77.331,97.099,98.436,98.354,3.0,9,70.43913043
428,Aizawl,68.5,73.4,33.2,31.5,25.3,9.6,7.3,77.9,68.7,96.1,98.3,98.9,3.0,9,70.43913043
429,Kolasib,66.0,71.5,41.8,30.1,30.4,12.6,11.3,83.1,90.9,96.8,95.3,96.9,3.0,9,70.43913043
430,Khawzawl,63.333,72.601,51.899,31.565,27.302,13.129,12.018,92.547,87.658,98.298,98.58,97.743,3.0,9,70.43913043
431,Saiha,35.5,59.6,22.8,46.0,43.8,17.6,7.7,65.5,61.5,91.5,95.2,95.1,3.0,9,70.43913043
432,Lunglei,56.7,67.1,39.4,34.2,26.5,11.1,9.5,85.0,82.2,95.6,96.0,91.6,3.0,9,70.43913043
433,Lawngtlai,33.0,46.2,28.4,45.5,32.7,16.9,16.2,76.8,75.3,90.3,82.2,76.0,3.0,9,70.43913043
434,Zunheboto,11.2,24.9,24.7,38.0,44.0,44.5,26.9,76.4,67.1,88.9,91.0,87.1,4.0,11,70.43913043
435,Wokha,34.7,50.7,45.4,47.9,26.3,28.0,23.5,66.4,52.3,88.5,83.4,91.6,4.0,11,70.43913043
436,Kohima,28.3,58.9,55.6,18.2,28.3,22.1,26.9,86.6,86.1,87.4,89.9,95.2,4.0,11,70.43913043
437,Kiphire,5.8,31.9,33.5,36.0,36.9,25.0,11.0,66.2,53.1,83.1,90.9,73.7,4.0,11,70.43913043
438,Tuensang,4.4,29.5,30.2,28.5,37.1,34.2,24.6,53.3,47.6,92.0,90.4,77.8,4.0,11,70.43913043
439,Mon,9.7,25.6,22.4,46.0,35.5,23.3,7.8,83.4,72.2,86.4,86.7,78.2,4.0,11,70.43913043
440,Peren,14.5,46.9,45.1,29.5,34.9,20.7,9.1,74.2,71.9,89.4,92.5,77.6,4.0,11,70.43913043
441,Dimapur,50.083,68.693,64.693,36.686,28.3,29.794,25.001,74.609,61.319,81.105,92.398,86.607,4.0,11,70.43913043
442,Phek,9.5,39.6,34.9,41.6,28.0,15.6,12.9,71.8,68.4,90.1,98.1,85.8,4.0,11,70.43913043
443,Noklak,4.4,29.5,30.2,28.5,37.1,34.2,24.6,53.3,47.6,92.0,90.4,77.8,4.0,11,70.43913043
444,Mokokchung,18.2,47.4,47.3,21.1,31.4,22.9,11.7,100.0,96.3,96.7,97.4,94.0,4.0,11,70.43913043
445,Longleng,15.4,28.5,28.5,43.1,34.1,25.7,19.8,73.3,57.5,86.6,76.3,82.0,4.0,11,70.43913043
446,Koraput,79.2,83.5,83.9,60.4,43.1,33.5,15.9,100.0,98.0,39.4,89.5,40.6,36.0,32,69.3
447,Gajapati,83.0,78.2,74.2,64.3,43.4,34.3,16.1,94.4,92.6,58.3,78.1,47.6,36.0,32,69.3
448,Bhadrak,74.9,89.0,94.4,69.9,32.3,28.9,15.8,97.2,85.4,62.0,100.0,80.1,36.0,32,69.3
449,Nayagarh,90.3,96.2,96.1,61.2,20.0,20.2,10.5,98.2,96.1,67.1,82.9,80.4,36.0,32,69.3
450,Sundargarh,73.1,79.7,82.0,79.8,32.9,34.7,21.1,88.8,82.0,65.5,91.5,70.8,36.0,32,69.3
451,Jagatsinghapur,82.6,89.2,92.1,60.9,13.2,11.0,10.7,97.9,93.4,60.1,99.5,84.8,36.0,32,69.3
452,Rayagada,85.3,69.7,70.4,73.7,43.6,39.8,16.1,93.7,93.7,50.5,91.3,42.0,36.0,32,69.3
453,Bargarh,70.1,92.7,94.0,66.8,38.9,30.0,18.0,97.8,95.9,61.9,98.0,71.6,36.0,32,69.3
454,Malkangiri,82.8,89.5,86.4,67.4,44.3,41.6,19.3,97.2,94.8,41.4,94.7,39.0,36.0,32,69.3
455,Khordha,91.0,95.4,93.6,71.5,17.1,16.9,13.2,96.6,92.4,73.2,94.6,84.9,36.0,32,69.3
456,Nabarangpur,87.7,89.3,88.7,70.8,44.1,46.6,25.2,97.4,94.8,44.1,99.1,38.5,36.0,32,69.3
457,Jharsuguda,94.1,96.4,96.4,68.8,27.1,26.9,16.9,100.0,100.0,70.0,88.4,79.1,36.0,32,69.3
458,Boudh,79.0,89.6,90.9,53.3,37.0,38.6,20.1,95.3,93.7,52.9,92.5,68.8,36.0,32,69.3
459,Ganjam,82.7,89.3,91.1,58.4,23.9,18.9,10.2,92.3,88.5,72.9,89.6,69.5,36.0,32,69.3
460,Deogarh,77.5,88.5,89.0,73.5,28.4,34.3,27.3,100.0,100.0,69.9,86.2,66.7,36.0,32,69.3
461,Puri,94.9,93.9,92.4,56.1,13.8,11.3,8.9,100.0,98.0,67.3,98.5,86.4,36.0,32,69.3
462,Sonepur,87.8,93.1,93.6,59.9,29.6,34.5,26.0,100.0,100.0,66.7,94.2,76.1,36.0,32,69.3
463,Kalahandi,82.9,94.0,90.1,66.4,33.0,33.6,17.2,98.1,93.0,64.4,96.5,61.8,36.0,32,69.3
464,Balangir,95.4,96.5,94.0,64.2,32.7,37.6,25.5,97.8,95.8,66.3,92.9,68.1,36.0,32,69.3
465,Kendrapara,77.1,85.5,91.7,57.6,28.6,17.9,7.9,88.9,87.7,57.3,99.7,84.4,36.0,32,69.3
466,Anugul,83.7,84.8,85.1,85.7,28.1,30.5,25.1,96.1,88.8,66.4,76.2,72.4,36.0,32,69.3
467,Jajapur,73.8,92.4,91.8,74.1,25.5,21.8,15.9,96.5,81.3,47.4,92.0,75.8,36.0,32,69.3
468,Dhenkanal,75.8,90.7,89.8,68.7,33.3,30.0,22.7,97.7,95.4,58.2,63.4,74.1,36.0,32,69.3
469,Kandhamal,81.1,90.6,90.5,48.8,34.2,35.2,23.3,100.0,96.8,52.4,64.4,68.5,36.0,32,69.3
470,Cuttack,84.2,92.5,92.2,59.0,20.4,18.9,14.2,94.3,90.4,60.2,92.3,80.1,36.0,32,69.3
471,Nuapada,71.7,85.9,86.5,64.6,43.1,38.0,18.1,100.0,97.0,58.4,97.5,53.5,36.0,32,69.3
472,Kendujhar,57.1,75.4,72.3,68.2,36.2,37.1,23.8,94.0,88.1,47.6,92.9,64.6,36.0,32,69.3
473,Baleshwar,56.6,87.6,86.9,57.3,24.4,22.6,15.0,100.0,94.1,70.9,98.5,73.8,36.0,32,69.3
474,Mayurbhanj,52.9,86.3,81.2,63.6,36.7,45.9,28.5,88.0,86.2,54.4,80.1,58.6,36.0,32,69.3
475,Sambalpur,89.0,90.5,94.1,67.1,40.7,36.3,25.5,100.0,98.0,62.4,93.0,71.1,36.0,32,69.3
476,Pondicherry,87.0,92.1,95.0,60.5,17.0,13.1,11.6,95.5,86.1,84.6,100.0,90.1,6.0,5,70.43913043
477,Yanam,79.8,97.1,96.3,44.8,25.0,18.7,12.4,93.3,81.5,84.1,100.0,82.2,6.0,5,70.43913043
478,Karaikal,88.3,95.0,98.3,56.1,25.5,19.7,15.3,95.9,92.1,84.3,99.9,88.8,6.0,5,70.43913043
479,Mahe,85.0,96.8,93.6,43.5,48.2,32.6,7.3,100.0,100.0,99.8,98.0,99.6,6.0,5,70.43913043
480,Malerkotla,47.7,86.6,87.9,62.7,23.4,18.1,10.4,95.9,95.8,92.4,99.7,78.3,18.0,22,72.7
481,Jalandhar,72.8,88.2,86.1,56.0,24.8,16.7,10.3,97.7,92.9,88.2,99.9,86.8,18.0,22,72.7
482,Rupnagar,65.2,83.9,79.4,63.7,15.1,15.3,9.1,84.5,79.3,84.0,98.5,86.6,18.0,22,72.7
483,Ferozepur,48.4,83.9,84.7,61.1,30.0,22.0,12.9,89.9,78.4,84.8,95.6,75.4,18.0,22,72.7
484,Pathankot,52.4,88.5,82.4,57.4,22.1,10.8,10.3,91.9,77.4,79.2,98.6,88.7,18.0,22,72.7
485,Shahid Bhagat Singh Nagar,60.5,96.6,94.7,58.8,17.9,11.2,12.0,100.0,100.0,91.3,99.7,88.1,18.0,22,72.7
486,Sangrur,47.7,86.6,87.9,62.7,23.4,18.1,10.4,95.9,95.8,92.4,99.7,78.3,18.0,22,72.7
487,Kapurthala,51.4,88.4,86.4,63.3,24.6,19.2,12.8,90.5,69.5,87.7,99.4,84.1,18.0,22,72.7
488,Moga,58.4,87.4,88.2,60.8,22.0,16.8,12.0,87.3,80.6,87.8,99.2,74.7,18.0,22,72.7
489,Fazilka,36.5,84.3,83.6,66.0,35.9,20.2,9.5,83.1,71.1,81.8,97.3,69.4,18.0,22,72.7
490,Mansa,49.4,84.3,83.2,63.5,36.6,22.7,12.1,89.3,85.3,85.4,99.3,67.4,18.0,22,72.7
491,Gurdaspur,61.1,86.0,83.8,54.7,25.1,15.3,9.5,87.8,87.0,85.4,97.6,82.0,18.0,22,72.7
492,Barnala,63.8,86.0,87.0,56.5,33.8,16.5,9.4,86.8,75.5,90.7,99.8,77.9,18.0,22,72.7
493,Amritsar,56.5,90.1,88.5,49.7,19.4,11.2,11.9,89.4,74.0,86.0,99.6,80.2,18.0,22,72.7
494,Fatehgarh Sahib,76.0,95.5,93.6,59.7,30.0,18.2,7.1,90.8,87.5,87.6,99.7,86.9,18.0,22,72.7
495,Tarn Taran,60.3,85.5,83.3,71.0,23.8,14.4,11.3,89.4,83.5,82.0,95.6,66.0,18.0,22,72.7
496,Sri Muktsar Sahib,57.9,88.1,89.4,67.7,35.0,30.7,13.6,79.5,57.6,82.9,97.8,71.1,18.0,22,72.7
497,Hoshiarpur,59.7,92.9,90.0,50.4,19.3,12.4,11.5,95.4,92.9,89.7,99.9,91.3,18.0,22,72.7
498,Faridkot,53.4,81.7,84.3,58.9,28.1,20.7,10.3,86.1,72.5,87.5,92.5,72.6,18.0,22,72.7
499,S.A.S Nagar,69.0,87.3,86.6,59.5,26.2,23.0,10.7,78.7,74.2,87.6,99.9,83.5,18.0,22,72.7
500,Bathinda,48.2,78.7,81.3,59.4,23.0,23.8,15.4,87.3,69.1,88.4,99.1,69.2,18.0,22,72.7
501,Patiala,72.0,81.8,81.3,66.8,20.3,16.9,9.9,89.0,76.6,88.1,99.1,76.6,18.0,22,72.7
502,Ludhiana,65.2,82.5,77.3,66.0,22.1,12.4,5.9,79.7,74.4,84.6,99.9,82.4,18.0,22,72.7
503,Bikaner,50.5,81.2,80.8,63.6,22.8,28.5,25.6,85.1,80.4,79.8,94.9,62.5,32.0,27,68.7
504,Karauli,42.0,89.4,87.5,60.5,37.6,37.3,26.6,95.9,91.2,49.9,94.8,53.3,32.0,27,68.7
505,Bhilwara,64.7,95.7,94.1,52.6,22.6,23.5,17.4,89.1,89.9,62.3,93.1,56.4,32.0,27,68.7
506,Ganganagar,58.7,85.9,84.6,67.2,24.5,26.1,24.9,95.6,91.1,83.4,94.4,69.3,32.0,27,68.7
507,Pali,45.0,96.4,94.7,69.7,35.9,35.9,18.3,97.4,91.5,81.8,96.2,74.4,32.0,27,68.7
508,Baran,79.3,92.4,94.7,61.3,46.0,40.2,21.3,96.5,90.5,59.0,96.1,57.9,32.0,27,68.7
509,Udaipur,62.3,96.6,95.2,63.3,34.0,26.6,8.6,91.9,88.5,60.3,92.7,62.0,32.0,27,68.7
510,Banswara,69.9,94.0,95.9,70.2,44.6,38.7,17.3,93.5,84.4,40.8,95.6,53.1,32.0,27,68.7
511,Dausa,53.6,89.7,93.1,61.6,37.7,33.5,20.7,96.1,95.0,59.4,99.4,60.3,32.0,27,68.7
512,Jodhpur,56.7,81.6,83.9,50.1,32.6,25.4,13.3,89.0,87.2,75.4,96.5,67.4,32.0,27,68.7
513,Ajmer,52.8,82.3,82.0,54.4,22.3,23.1,20.0,93.5,80.5,77.5,98.1,68.4,32.0,27,68.7
514,Bharatpur,33.2,75.9,76.8,61.7,40.3,29.1,12.2,83.0,77.4,62.7,93.9,61.1,32.0,27,68.7
515,Dholpur,42.4,79.4,84.9,67.4,45.7,31.3,13.7,97.0,89.7,57.5,94.8,57.7,32.0,27,68.7
516,Chittorgarh,75.0,91.2,94.7,46.6,31.4,25.9,14.6,97.1,89.1,63.8,97.6,56.1,32.0,27,68.7
517,Jalore,71.2,87.6,87.0,73.8,44.3,36.5,12.1,87.7,84.5,77.4,98.3,60.4,32.0,27,68.7
518,Jaisalmer,47.6,80.1,79.0,53.8,25.5,31.7,25.0,80.3,76.1,75.7,95.2,62.2,32.0,27,68.7
519,Pratapgarh,52.9,94.0,93.0,54.9,29.0,31.8,24.9,91.9,81.1,46.3,88.6,53.5,32.0,27,68.7
520,Jaipur,53.5,89.4,92.6,53.6,25.0,20.8,14.6,98.6,89.3,79.6,99.9,72.4,32.0,27,68.7
521,Tonk,66.2,84.5,88.1,59.6,33.1,28.2,18.1,88.7,77.2,66.2,90.9,55.2,32.0,27,68.7
522,Rajsamand,60.7,82.6,79.2,63.3,30.3,23.7,16.6,86.7,79.1,72.1,94.8,67.7,32.0,27,68.7
523,Hanumangarh,53.1,83.4,84.8,61.7,24.2,21.3,19.8,93.5,88.3,83.8,97.8,68.2,32.0,27,68.7
524,Alwar,30.0,72.9,76.2,55.3,33.9,24.0,15.6,81.0,72.5,66.0,97.6,63.2,32.0,27,68.7
525,Bundi,74.0,85.2,89.4,57.2,30.0,29.1,19.6,91.1,83.1,56.3,95.7,56.9,32.0,27,68.7
526,Sirohi,69.5,91.1,91.3,72.2,30.7,31.2,16.4,93.7,88.9,54.1,93.6,60.6,32.0,27,68.7
527,Jhunjhunu,49.2,84.6,86.6,57.0,20.9,19.6,13.9,94.6,90.2,79.0,98.4,74.4,32.0,27,68.7
528,Barmer,64.9,83.3,85.1,61.6,39.1,31.7,11.5,92.9,94.0,83.6,99.9,66.3,32.0,27,68.7
529,Sawai Madhopur,47.3,75.2,82.8,64.6,26.9,24.2,22.0,77.5,62.5,71.2,92.5,55.7,32.0,27,68.7
530,Jhalawar,72.3,89.7,91.0,56.9,34.0,38.1,29.0,90.6,83.9,62.1,92.4,54.3,32.0,27,68.7
531,Churu,45.0,73.9,75.2,51.2,27.1,23.4,16.5,88.1,79.1,80.2,98.2,63.9,32.0,27,68.7
532,Dungarpur,50.6,92.6,92.4,77.3,31.4,25.9,15.6,96.8,84.8,59.9,94.1,66.0,32.0,27,68.7
533,Sikar,50.4,83.5,87.8,42.1,23.1,18.3,12.8,86.5,77.6,77.9,99.4,71.8,32.0,27,68.7
534,Nagaur,46.2,80.8,85.5,55.2,31.5,26.2,16.2,92.0,82.7,79.0,96.9,67.2,32.0,27,68.7
535,Kota,81.3,88.8,91.3,59.5,29.5,26.4,20.8,95.3,86.3,79.0,99.6,76.5,32.0,27,68.7
536,East District,43.8,65.8,59.2,44.6,17.8,13.0,14.3,0.0,0.0,85.0,93.6,90.1,5.0,4,70.43913043
537,South District,84.5,83.1,81.1,54.6,24.8,7.2,8.0,86.4,89.5,91.7,93.3,90.5,5.0,4,70.43913043
538,West District,70.4,63.6,67.8,45.7,25.2,19.3,21.1,98.5,98.5,88.9,89.9,85.7,5.0,4,70.43913043
539,North District,59.4,71.3,72.0,45.6,31.8,15.3,4.5,96.9,90.8,83.8,94.7,81.4,5.0,4,70.43913043
540,Chengalpattu,76.1,87.3,93.0,62.7,20.6,19.8,15.7,88.4,74.8,75.9,99.4,82.6,13.0,31,72.1
541,Tuticorin,80.7,94.8,97.2,44.3,20.3,21.0,18.4,100.0,100.0,79.4,97.0,88.5,13.0,31,72.1
542,Sivaganga,90.932,89.153,92.552,36.667,27.51,28.327,22.637,95.728,91.156,74.459,96.536,85.283,13.0,31,72.1
543,Tiruvannamalai,97.7,98.1,98.6,49.3,30.6,25.0,14.8,97.1,97.1,61.7,98.5,79.8,13.0,31,72.1
544,Ramanathapuram,88.2,94.9,95.8,52.2,26.4,21.6,17.7,96.5,96.5,78.6,93.9,84.1,13.0,31,72.1
545,Karur,95.7,96.4,91.9,60.7,33.6,36.3,18.4,93.9,89.1,63.6,99.4,78.2,13.0,31,72.1
546,Cuddalore,82.2,87.7,93.9,55.6,20.2,18.0,13.9,97.3,84.8,61.3,99.5,78.3,13.0,31,72.1
547,Kanniyakumari,84.2,86.0,88.2,39.3,17.3,14.5,11.4,100.0,96.0,96.2,98.2,97.7,13.0,31,72.1
548,Ariyalur,91.4,95.7,96.2,58.8,25.3,20.1,15.1,100.0,90.8,54.6,93.2,74.6,13.0,31,72.1
549,Virudhunagar,83.4,80.2,86.5,59.7,29.2,23.7,14.4,100.0,81.4,59.8,97.4,84.1,13.0,31,72.1
550,Mayiladuthurai,93.1,91.9,92.4,58.8,32.3,24.3,12.5,96.4,93.8,69.6,100.0,87.8,13.0,31,72.1
551,Theni,98.662,97.095,97.805,35.725,20.194,18.863,15.542,97.321,95.9,74.347,99.892,85.674,13.0,31,72.1
552,Tirupathur,95.4,98.6,96.7,47.2,29.8,19.7,13.1,95.5,93.9,76.2,97.7,81.6,13.0,31,72.1
553,Madurai,89.5,91.4,94.5,46.9,32.4,21.5,9.5,95.5,90.8,80.1,98.7,83.9,13.0,31,72.1
554,The Nilgiris,92.37,91.702,91.313,38.411,26.502,22.948,16.748,96.313,92.243,83.327,96.588,89.11,13.0,31,72.1
555,Dharmapuri,94.5,98.0,95.9,31.9,28.7,23.2,16.9,96.4,90.6,72.4,98.7,79.0,13.0,31,72.1
556,Dindigul,96.2,95.3,96.2,41.401,27.1,28.4,21.1,95.995,92.595,61.001,99.5,78.2,13.0,31,72.1
557,Kallakurichi,94.9,88.1,94.0,67.2,23.9,20.5,12.4,97.1,88.5,53.8,98.4,75.4,13.0,31,72.1
558,Namakkal,97.8,94.8,89.9,50.3,25.2,15.7,10.3,96.2,87.6,75.2,99.5,87.7,13.0,31,72.1
559,Pudukkottai,91.6,95.4,94.5,61.8,32.2,21.6,9.5,94.6,90.7,55.2,95.7,81.1,13.0,31,72.1
560,Tenkasi,84.935,92.929,93.063,54.345,29.263,22.674,12.096,97.735,93.401,79.794,98.083,85.644,13.0,31,72.1
561,Perambalur,92.2,90.1,92.6,61.6,29.1,22.3,15.9,94.9,92.5,57.4,100.0,81.1,13.0,31,72.1
562,Villupuram,94.9,88.1,94.0,67.2,23.9,20.5,12.4,97.1,88.5,53.8,98.4,75.4,13.0,31,72.1
563,Tiruppur,93.5,98.4,99.3,56.0,21.5,23.1,15.3,87.47797252747252,80.58622527472527,75.9,99.8,87.1,13.0,31,72.1
564,Nagapattinam,93.1,91.9,92.4,58.8,32.3,24.3,12.5,96.4,93.8,69.6,100.0,87.8,13.0,31,72.1
565,Kanchipuram,76.1,87.3,93.0,62.7,20.6,19.8,15.7,88.4,74.8,75.9,99.4,82.6,13.0,31,72.1
566,Krishnagiri,93.1,95.5,94.0,39.4,29.0,19.3,10.4,91.1,87.3,75.9,99.8,78.6,13.0,31,72.1
567,Salem,85.0,92.9,96.0,40.9,23.6,20.8,10.1,84.3,84.4,64.5,97.6,81.6,13.0,31,72.1
568,Tirunelveli,85.0,92.9,93.0,54.5,29.4,22.7,12.0,97.7,93.3,79.8,98.1,85.6,13.0,31,72.1
569,Ranipet,95.4,98.6,96.7,47.2,29.8,19.7,13.1,95.5,93.9,76.2,97.7,81.6,13.0,31,72.1
570,Chennai,87.686,93.315,96.044,56.107,19.945,21.435,17.789,96.12,94.371,85.993,99.033,91.36,13.0,31,72.1
571,Erode,93.928,96.503,98.396,64.033,19.405,26.852,20.868,99.984,95.9,67.64,98.906,82.419,13.0,31,72.1
572,Vellore,95.4,98.6,96.7,47.2,29.8,19.7,13.1,95.5,93.9,76.2,97.7,81.6,13.0,31,72.1
573,Thiruvarur,92.3,89.5,92.2,49.0,19.8,21.5,18.4,100.0,100.0,71.0,100.0,89.3,13.0,31,72.1
574,Thiruvallur,85.4,90.3,95.2,64.4,18.1,20.6,17.0,98.0,95.7,75.6,100.0,83.6,13.0,31,72.1
575,Thanjavur,93.672,93.753,97.053,59.765,19.681,21.966,8.447,89.465,78.63,79.547,99.667,83.815,13.0,31,72.1
576,Coimbatore,90.038,95.345,98.491,51.204,23.052,18.57,7.152,98.213,98.152,78.571,99.85,89.296,13.0,31,72.1
577,Tiruchirappalli,90.5,97.6,94.6,64.7,27.6,27.4,20.9,97.1,97.1,67.1,98.1,83.6,13.0,31,72.1
578,Hanumakonda,71.3,92.6,92.3,54.9,29.5,36.0,29.5,91.8,72.7,81.2,99.1,76.9,21.0,6,69.6
579,Mulugu,72.7,89.1,89.6,64.9,32.5,36.7,31.8,96.9,87.9,65.6,95.1,58.9,21.0,6,69.6
580,Khammam,76.3,93.2,91.5,61.7,22.2,26.2,24.7,95.0,89.2,84.5,98.4,66.3,21.0,6,69.6
581,Rajanna Sircilla,67.1,89.9,90.1,61.4,22.4,26.1,19.4,94.8,86.1,77.4,98.7,64.7,21.0,6,69.6
582,Nirmal,69.7,87.2,91.0,57.3,31.7,33.4,18.1,97.2,83.3,63.6,98.3,58.6,21.0,6,69.6
583,Warangal,70.4,93.8,90.5,64.3,36.1,37.9,19.0,93.0,79.0,74.3,99.0,60.1,21.0,6,69.6
584,Jogulamba Gadwal,72.9,88.3,88.2,66.9,49.7,41.7,17.3,93.5,86.9,73.7,97.0,45.0,21.0,6,69.6
585,Medchal Malkajgiri,69.6,90.6,90.1,56.1,33.4,25.0,12.0,89.0,79.9,86.2,99.9,79.5,21.0,6,69.6
586,Peddapalli,77.9,87.6,89.8,78.3,27.5,33.1,28.8,97.0,76.1,77.8,98.0,73.7,21.0,6,69.6
587,Yadadri Bhuvanagiri,67.2,93.2,94.9,60.1,38.3,27.2,10.3,90.0,80.2,81.9,99.7,68.4,21.0,6,69.6
588,Narayanpet,62.6,84.9,85.5,61.2,42.6,33.0,17.8,96.5,89.4,73.7,99.6,59.6,21.0,6,69.6
589,Jangoan,65.4,85.6,96.5,58.8,33.4,30.9,22.9,94.7,84.2,84.3,99.4,65.5,21.0,6,69.6
590,Nizamabad,78.5,79.5,85.9,65.2,30.5,38.4,26.2,95.3,87.8,72.5,99.4,63.1,21.0,6,69.6
591,Mahabubnagar,62.6,84.9,85.5,61.2,42.6,33.0,17.8,96.5,89.4,73.7,99.6,59.6,21.0,6,69.6
592,Mahabubabad,67.7,91.5,94.3,70.3,33.0,26.3,19.3,87.4,76.1,68.6,98.2,58.0,21.0,6,69.6
593,Kamareddy,79.5,86.8,89.0,65.5,33.4,43.9,34.5,91.2,85.3,68.2,99.4,58.6,21.0,6,69.6
594,Suryapet,70.4,88.6,88.7,64.5,29.1,30.1,24.9,85.4,74.2,77.9,99.8,63.5,21.0,6,69.6
595,Jagitial,81.9,84.1,89.9,66.2,29.9,32.3,17.5,93.2,77.7,76.5,97.3,62.4,21.0,6,69.6
596,Sangareddy,66.4,84.7,89.0,59.5,32.9,35.1,25.0,89.7,81.4,68.0,99.4,63.6,21.0,6,69.6
597,Adilabad,74.8,83.4,80.3,68.0,45.7,52.0,29.5,86.7,72.5,50.8,95.7,64.8,21.0,6,69.6
598,Nalgonda,65.7,92.2,95.3,60.6,31.7,28.0,29.8,94.1,81.2,76.4,99.2,62.6,21.0,6,69.6
599,Jayashankar Bhupalapally,72.7,89.1,89.6,64.9,32.5,36.7,31.8,96.9,87.9,65.6,95.1,58.9,21.0,6,69.6
600,Kumuram Bheem Asifabad,68.8,85.5,81.9,74.5,38.1,41.1,35.7,96.4,78.2,54.0,93.6,51.7,21.0,6,69.6
601,Siddipet,62.6,74.1,85.9,76.6,28.1,29.6,19.3,88.6,65.1,84.1,97.2,71.0,21.0,6,69.6
602,Nagarkurnool,75.1,90.3,91.0,62.1,35.1,30.9,27.3,90.1,81.1,73.2,99.6,57.1,21.0,6,69.6
603,Vikarabad,54.8,80.8,86.9,62.0,32.1,37.1,20.0,93.6,87.7,66.7,99.7,59.3,21.0,6,69.6
604,Wanaparthy,62.8,87.6,83.6,65.2,40.4,33.2,15.1,97.3,87.0,75.9,99.4,52.1,21.0,6,69.6
605,Karimnagar,69.6,89.5,95.9,73.2,30.3,27.5,13.9,94.0,82.1,78.8,98.3,70.3,21.0,6,69.6
606,Ranga Reddy,75.1,89.8,90.0,58.0,37.8,29.5,13.9,87.6,85.8,81.1,99.4,72.1,21.0,6,69.6
607,Bhadradri Kothagudem,70.1,87.1,85.4,79.3,28.4,25.3,21.8,96.1,86.7,75.3,99.1,68.7,21.0,6,69.6
608,Medak,68.5,80.8,89.8,57.7,36.4,42.0,21.3,82.7,72.0,78.2,99.9,57.7,21.0,6,69.6
609,Mancherial,64.7,87.7,85.3,62.3,25.9,27.4,22.1,87.5,83.0,78.1,95.6,69.5,21.0,6,69.6
610,Hyderabad,69.9,91.2,94.9,70.6,30.4,18.9,17.7,77.9,76.3,84.4,99.6,83.6,21.0,6,69.6
611,Daman,70.5,89.5,87.6,63.0,30.0,29.3,25.2,82.8,83.9,67.1,96.0,85.9,19.02777778,3,70.43913043
612,Diu,90.7,93.0,93.1,62.0,33.9,28.5,17.4,100.0,92.9,89.7,99.7,90.8,19.02777778,3,70.43913043
613,Dadra And Nagar Haveli,90.9,92.2,91.9,64.3,42.4,42.1,20.9,100.0,100.0,63.1,94.8,72.8,19.02777778,3,70.43913043
614,Dhalai,52.0,72.4,73.1,65.4,45.7,27.6,15.9,90.2,73.7,67.6,70.3,71.6,18.0,7,70.43913043
615,South Tripura,58.4,68.0,67.7,70.8,25.5,21.6,15.3,83.7,57.3,68.6,90.5,80.3,18.0,7,70.43913043
616,Gomati,40.6,66.3,68.6,63.2,22.7,29.0,27.6,89.9,75.6,77.4,87.7,77.2,18.0,7,70.43913043
617,Unakoti,24.6,44.5,46.7,72.9,31.8,32.0,19.3,83.6,63.0,61.8,78.6,76.4,18.0,7,70.43913043
618,West Tripura,61.2,87.7,88.7,64.9,30.3,21.2,11.7,94.1,88.4,80.2,98.5,86.2,18.0,7,70.43913043
619,Khowai,41.5,59.7,62.9,64.8,47.0,24.7,16.6,85.7,60.7,67.8,83.2,80.5,18.0,7,70.43913043
620,Sepahijala,52.8,72.1,70.1,70.4,34.5,21.0,14.9,84.7,78.1,75.4,97.4,79.6,18.0,7,70.43913043
621,North Tripura,67.1,76.6,77.4,72.3,26.2,32.2,30.0,74.6,74.1,74.1,75.6,83.1,18.0,7,70.43913043
