index,2,73,74,39,4,33,34,35,22,19,80,81,97,IMR,Total District Hospitals,Life Expectancy,overall_health_condition
361,Champawat,62.0,80.8,80.5,33.6,24.9,15.3,12.4,98.7,93.9,82.7,95.4,83.8,24.0,18,70.9,-0.113592017672685
362,Dhemaji,62.2,72.8,75.4,59.3,37.2,25.7,18.3,93.2,95.3,70.8,95.3,81.5,36.0,25,66.9,0.0662608475815426
363,East Nimar,62.2,93.3,87.5,68.9,38.4,35.3,20.7,94.5,87.9,76.7,88.7,65.8,43.0,51,66.5,0.3297445968764946
364,Udaipur,62.3,96.6,95.2,63.3,34.0,26.6,8.6,91.9,88.5,60.3,92.7,62.0,32.0,27,68.7,-0.0488061776657934
365,Guntur,62.5,94.0,97.2,54.6,23.8,26.9,17.8,92.5,76.2,83.4,99.3,68.5,24.0,14,70.0,0.0168281440648951
367,Siddipet,62.6,84.9,85.5,61.2,42.6,33.0,17.8,96.5,89.4,73.7,99.6,59.6,21.0,6,69.6,0.0802643443558797
368,Mahabubnagar,62.6,84.9,85.5,61.2,42.6,33.0,17.8,96.5,89.4,73.7,99.6,59.6,21.0,6,69.6,0.0802643443558797
366,Narayanpet,62.6,74.1,85.9,76.6,28.1,29.6,19.3,88.6,65.1,84.1,97.2,71.0,21.0,6,69.6,-0.0258020208178352
369,West Godavari,62.7,94.8,96.4,66.8,31.4,22.5,11.7,91.7,80.0,80.8,99.1,77.0,24.0,14,70.0,0.1158233681208509
370,Chamba,62.7,72.9,70.8,47.4,42.6,26.0,15.4,100.0,100.0,86.5,85.5,84.1,17.0,12,72.9,0.221591082126776
371,Jalaun,62.8,67.5,65.9,39.5,45.1,36.1,19.5,79.1,71.7,80.2,99.0,66.8,38.0,157,65.3,0.1647731736014547
372,Wanaparthy,62.8,87.6,83.6,65.2,40.4,33.2,15.1,97.3,87.0,75.9,99.4,52.1,21.0,6,69.6,0.0013950151121398
373,Janjgir Champa,62.8,85.9,82.6,67.9,32.5,30.2,24.6,92.9,90.7,78.8,97.2,74.9,38.0,26,65.2,0.1693754328033469
378,Bhind,63.1,78.9,74.0,51.5,38.4,32.8,18.8,89.2,81.2,83.3,97.5,76.0,19.0,15,69.4,0.0825567054720765
377,Jhargram,63.1,84.6,84.8,66.5,38.7,47.2,27.9,92.9,91.7,74.0,96.0,64.7,43.0,51,66.5,0.4382278304872277
379,Davanagere,63.1,84.2,85.9,69.9,32.2,29.0,12.4,89.4,74.9,79.9,95.5,70.2,43.0,51,66.5,0.1145529683037419
376,Medinipur West,63.1,79.7,80.9,84.5,31.1,40.0,30.3,89.3,80.1,58.3,95.5,70.9,19.0,23,71.6,0.184364782017621
375,Burhanpur,63.1,79.7,80.9,84.5,31.1,40.0,30.3,89.3,80.1,58.3,95.5,70.9,19.0,23,71.6,0.184364782017621
374,Tinsukia,63.1,73.6,77.8,71.5,32.8,32.2,21.5,95.1,82.8,66.7,96.8,70.5,36.0,25,66.9,0.0177805412976714
380,Dhule,63.2,77.2,74.9,59.8,37.6,46.0,38.9,67.7,62.3,58.9,89.9,68.8,16.0,23,72.5,0.1751019893174548
381,Khawzawl,63.333,72.601,51.899,31.565,27.302,13.129,12.018,92.547,87.658,98.298,98.58,97.743,3.0,9,70.43913043,-0.2726939980959245
382,South West Khasi Hills,63.4,72.3,52.1,31.6,27.2,13.1,12.1,92.7,87.7,98.3,98.6,97.7,3.0,9,70.43913043,-0.2736179841113455
383,Champhai,63.4,42.9,38.7,53.8,51.4,27.6,10.4,86.4,80.5,89.6,85.3,85.9,29.0,11,70.43913043,0.0218804365883166
385,Yadgir,63.6,86.5,87.7,63.7,49.3,41.7,17.9,93.6,93.1,57.6,85.2,37.1,43.0,51,66.5,0.1056480947331904
386,Jhabua,63.6,73.3,72.2,61.8,57.6,45.2,17.7,89.3,85.3,37.4,95.2,48.1,19.0,15,69.4,-0.0915139135373731
384,Anuppur,63.6,85.6,85.8,43.6,24.0,30.7,18.4,88.5,90.6,69.4,79.8,72.1,43.0,51,66.5,-0.0264463126397484
387,Belagavi,63.7,87.0,85.6,48.5,32.8,36.9,23.6,91.8,87.0,67.7,94.4,74.0,19.0,15,69.4,0.0735988360745034
389,Barnala,63.8,86.0,87.0,56.5,33.8,16.5,9.4,86.8,75.5,90.7,99.8,77.9,18.0,22,72.7,0.0714511959216357
388,Rewari,63.8,90.5,89.7,71.8,25.9,20.5,9.3,90.2,83.5,86.4,99.7,86.0,28.0,22,69.8,0.1403359567448266
390,Karbi Anglong,63.9,56.9,61.0,57.5,31.6,28.2,17.2,76.2,65.9,75.2,79.6,78.8,36.0,25,66.9,-0.2332844722706185
391,West Khasi Hills,64.0,42.0,41.4,40.4,59.0,31.1,8.0,71.5,67.6,87.8,80.5,87.4,29.0,11,70.43913043,0.0255433111581051
392,Sonipat,64.1,79.4,77.3,79.7,37.6,42.2,22.8,86.7,77.2,79.5,98.8,54.7,38.0,26,65.2,0.1157789044536092
393,Kondagaon,64.1,94.5,92.5,52.8,23.6,12.7,9.2,90.1,83.0,86.7,97.2,87.3,28.0,22,69.8,0.0175416252328082
394,Barwani,64.2,81.4,82.5,67.0,45.8,41.0,18.9,85.9,78.6,61.0,90.4,49.3,43.0,51,66.5,0.1135170033767305
395,Tikamgarh,64.2,86.9,86.5,56.4,27.5,34.9,19.7,89.8,84.5,56.6,80.0,67.7,43.0,51,66.5,-0.0115877506810472
396,Niwari,64.2,90.3,88.6,64.2,38.4,46.6,28.6,91.9,81.8,82.1,99.7,75.9,23.0,22,69.9,0.5091723387457717
397,Anand,64.2,86.9,86.5,56.4,27.5,34.9,19.7,89.8,84.5,56.6,80.0,67.7,43.0,51,66.5,-0.0115877506810472
398,Charaideo,64.5,70.5,72.8,76.1,39.0,34.8,23.5,90.0,82.0,75.9,96.4,71.9,36.0,25,66.9,0.173280624673228
399,Seoni,64.5,93.4,94.9,58.9,23.5,31.1,21.1,93.4,90.3,56.2,79.1,71.6,43.0,51,66.5,0.04008571209513
400,Bhopal,64.6,89.5,86.6,54.6,19.9,29.1,20.6,87.47797252747252,80.58622527472527,79.6,96.7,80.0,43.0,51,66.5,0.1144853300965713
401,Bhilwara,64.7,85.6,88.2,51.4,27.8,27.6,23.4,97.5,91.4,74.5,91.8,58.0,43.0,51,66.5,0.0195116332752657
402,Mancherial,64.7,95.7,94.1,52.6,22.6,23.5,17.4,89.1,89.9,62.3,93.1,56.4,32.0,27,68.7,-0.205061009592161
403,Shajapur,64.7,87.7,85.3,62.3,25.9,27.4,22.1,87.5,83.0,78.1,95.6,69.5,21.0,6,69.6,-0.0344153849905764
404,Barmer,64.9,83.3,85.1,61.6,39.1,31.7,11.5,92.9,94.0,83.6,99.9,66.3,32.0,27,68.7,0.1891029170273494
405,Senapati,64.9,37.0,36.0,23.8,27.3,12.9,10.7,75.2,70.9,84.4,64.4,81.9,6.0,9,70.43913043,-0.8434977183220383
406,Morena,64.9,84.2,80.8,66.0,40.0,29.6,10.1,85.1,80.0,62.7,97.1,65.5,43.0,51,66.5,0.0287294135191091
407,Kangpokpi,65.01,37.24,36.224,23.861,27.256,12.907,10.705,75.233,70.94,84.276,64.528,81.94,6.0,9,70.43913043,-0.8413307424503065
408,Ratlam,65.1,84.6,87.7,60.5,29.0,28.6,16.2,94.4,93.0,69.4,91.0,62.4,43.0,51,66.5,0.0106359137358163
410,Rupnagar,65.2,82.5,77.3,66.0,22.1,12.4,5.9,79.7,74.4,84.6,99.9,82.4,18.0,22,72.7,-0.1648368291376564
409,Ludhiana,65.2,83.9,79.4,63.7,15.1,15.3,9.1,84.5,79.3,84.0,98.5,86.6,18.0,22,72.7,-0.1363593474332303
411,Chittoor,65.3,93.8,95.2,43.9,27.1,27.9,14.8,89.6,69.1,74.6,98.5,69.3,24.0,14,70.0,-0.063623545974909
412,Jangoan,65.4,85.6,96.5,58.8,33.4,30.9,22.9,94.7,84.2,84.3,99.4,65.5,21.0,6,69.6,0.1447463075877534
413,Raipur,65.6,81.1,81.0,85.8,28.5,18.4,16.3,92.9,79.8,61.7,89.2,86.2,17.0,12,72.9,0.0164739115966365
414,Lahul and Spiti,65.6,88.4,86.7,63.1,32.2,32.3,21.7,85.8,86.8,84.0,99.7,79.6,38.0,26,65.2,0.2386469932226762
415,Alappuzha,65.7,73.5,83.5,74.7,26.3,25.5,19.2,87.5,79.7,73.1,93.7,75.1,36.0,25,66.9,-0.0423522248564173
416,Bharuch,65.7,92.2,95.3,60.6,31.7,28.0,29.8,94.1,81.2,76.4,99.2,62.6,21.0,6,69.6,0.1053934667818782
417,Nalgonda,65.7,78.8,81.7,69.8,40.9,45.5,24.5,87.3,83.8,77.7,97.2,74.0,23.0,22,69.9,0.3887518103988588
418,Golaghat,65.7,89.2,85.1,22.9,20.1,20.4,14.4,83.3,79.3,99.2,98.4,99.7,6.0,18,75.3,0.1179135483281457
419,Mahasamund,65.8,89.1,87.2,63.0,36.8,25.8,14.0,92.2,86.2,84.2,98.8,70.6,38.0,26,65.2,0.1109766470279255
420,Vadodara,65.9,90.7,88.7,74.3,42.3,39.9,20.1,93.2,84.9,85.6,99.5,84.6,23.0,22,69.9,0.5672655696350855
421,Kolasib,66.0,71.5,41.8,30.1,30.4,12.6,11.3,83.1,90.9,96.8,95.3,96.9,3.0,9,70.43913043,-0.3155738486153724
422,Saitual,66.178,72.899,41.786,31.546,26.163,11.19,9.481,84.623,77.331,97.099,98.436,98.354,3.0,9,70.43913043,-0.3937144872716033
424,Gondiya,66.2,90.0,89.2,65.2,36.9,35.6,23.7,93.0,91.1,74.3,91.6,87.5,16.0,23,72.5,0.4594256136303441
423,Tonk,66.2,84.5,88.1,59.6,33.1,28.2,18.1,88.7,77.2,66.2,90.9,55.2,32.0,27,68.7,-0.1026155504636346
425,Sangareddy,66.4,76.5,83.4,56.2,42.2,44.8,27.2,76.2,74.3,68.3,86.3,80.0,16.0,23,72.5,0.3441613391798005
426,Nashik,66.4,84.7,89.0,59.5,32.9,35.1,25.0,89.7,81.4,68.0,99.4,63.6,21.0,6,69.6,0.0350563366581807
427,Yamunanagar,66.4,88.3,85.6,60.4,27.7,23.1,12.1,94.1,84.4,83.5,100.0,85.8,28.0,22,69.8,0.1450778398855596
428,Budgam,66.5,88.7,86.3,83.7,26.8,20.6,18.9,95.7,92.5,77.0,95.8,74.1,19.02777778,21,74.0,0.2032737093646931
429,Hingoli,66.6,55.0,51.1,37.8,34.0,14.7,8.3,60.6,69.3,85.2,68.6,80.2,6.0,9,70.43913043,-0.6036892006529304
430,Anantapur,66.6,55.0,51.1,37.8,34.0,14.7,8.3,60.6,69.3,85.2,68.6,80.2,6.0,9,70.43913043,-0.6036892006529304
431,Chandel,66.6,82.4,85.1,60.5,37.4,38.9,25.8,94.0,78.6,69.0,92.4,76.5,16.0,23,72.5,0.296874470620873
432,Tengnoupal,66.6,89.1,87.3,50.0,36.0,40.6,19.3,92.9,81.8,71.3,98.8,63.6,24.0,14,70.0,0.1363711624050084
433,Uttarkashi,66.8,72.0,72.4,66.1,34.1,23.5,10.6,95.8,86.2,75.7,96.1,80.1,24.0,18,70.9,0.0096022955814842
435,Yavatmal,66.9,49.8,67.6,73.0,39.8,32.4,16.3,96.1,94.7,69.7,99.1,67.6,19.0,23,71.6,-0.0158880483130622
434,Murshidabad,66.9,85.6,91.7,64.1,36.6,39.4,27.5,90.0,84.2,66.4,89.5,80.8,16.0,23,72.5,0.3823349850977525
436,Jorhat,67.0,90.2,89.7,45.3,23.9,32.8,18.1,85.9,77.6,77.1,89.1,72.7,43.0,51,66.5,0.0752416007007977
437,Chhindwara,67.0,81.4,85.4,75.1,38.7,33.2,15.5,83.3,79.4,80.4,85.9,85.1,36.0,25,66.9,0.3017596579395895
438,Rajanna Sircilla,67.1,89.9,90.1,61.4,22.4,26.1,19.4,94.8,86.1,77.4,98.7,64.7,21.0,6,69.6,-0.0908513999089021
439,West Delhi,67.1,76.6,77.4,72.3,26.2,32.2,30.0,74.6,74.1,74.1,75.6,83.1,18.0,7,70.43913043,0.0576007826804293
440,North Tripura,67.1,86.9,91.4,54.7,36.1,19.0,8.4,89.7,76.0,76.8,99.8,82.3,19.02777778,47,75.3,0.2374621412230672
441,Yadadri Bhuvanagiri,67.2,93.2,94.9,60.1,38.3,27.2,10.3,90.0,80.2,81.9,99.7,68.4,21.0,6,69.6,0.0968290248634654
442,Mungeli,67.3,74.4,66.6,53.7,30.1,30.6,17.7,89.2,83.9,80.7,98.0,66.5,38.0,26,65.2,-0.1337477429466791
443,Raichur,67.5,76.1,73.3,64.8,39.8,40.7,23.2,85.0,81.2,53.0,94.0,54.3,19.0,15,69.4,-0.1228451035534864
444,Mahabubabad,67.7,91.5,94.3,70.3,33.0,26.3,19.3,87.4,76.1,68.6,98.2,58.0,21.0,6,69.6,-0.0591205336206541
445,Bageshwar,67.9,78.1,79.8,27.3,23.6,11.9,7.7,93.2,88.8,88.5,92.0,87.2,24.0,18,70.9,-0.1722234381933275
446,Dantewada,68.2,84.9,84.9,75.7,45.6,45.8,19.4,83.8,85.8,60.5,95.1,49.3,38.0,26,65.2,0.1243441044908406
447,Guna,68.3,78.0,87.9,49.2,31.9,25.1,10.1,87.0,82.2,55.6,81.4,53.2,43.0,51,66.5,-0.3040377786623979
448,Palakkad,68.4,97.5,93.2,43.3,29.7,27.7,21.7,77.0,57.0,99.0,94.7,94.4,6.0,18,75.3,0.3885082060074907
449,Aizawl,68.5,80.8,89.8,57.7,36.4,42.0,21.3,82.7,72.0,78.2,99.9,57.7,21.0,6,69.6,0.0787243848846813
450,Chandrapur,68.5,92.3,97.0,61.7,37.3,46.6,38.5,97.5,97.5,77.3,96.5,87.8,16.0,23,72.5,0.7782107095446192
451,Medak,68.5,73.4,33.2,31.5,25.3,9.6,7.3,77.9,68.7,96.1,98.3,98.9,3.0,9,70.43913043,-0.4936243184758042
452,Pune,68.6,84.2,95.2,58.6,30.7,32.7,31.4,67.7,66.2,79.6,96.9,89.0,16.0,23,72.5,0.3562355120205616
453,Gadag,68.7,84.7,83.4,54.1,45.2,39.8,18.2,85.5,86.3,55.2,95.5,70.7,19.0,15,69.4,0.1044705658904479
454,Kaithal,68.8,95.3,93.9,64.3,29.9,29.9,20.7,91.9,76.4,89.7,98.5,70.9,28.0,22,69.8,0.2836961871125424
455,Kumuram Bheem Asifabad,68.8,85.5,81.9,74.5,38.1,41.1,35.7,96.4,78.2,54.0,93.6,51.7,21.0,6,69.6,0.0829987188750862
456,Kamrup Metropolitan,68.9,75.6,79.9,80.6,25.4,25.0,18.2,74.7,59.1,65.2,87.2,86.0,36.0,25,66.9,-0.0803135459844502
457,Gwalior,68.9,81.3,85.8,66.6,40.1,33.0,12.4,82.2,82.2,83.2,98.6,76.0,43.0,51,66.5,0.3209305993217549
458,S.A.S. Nagar,69.0,87.3,86.6,59.5,26.2,23.0,10.7,78.7,74.2,87.6,99.9,83.5,18.0,22,72.7,0.1002992330678316
459,Balaghat,69.1,92.1,86.1,56.7,41.9,44.9,20.5,91.8,89.8,79.6,83.3,77.4,43.0,51,66.5,0.5415132499775879
460,Sirohi,69.5,91.1,91.3,72.2,30.7,31.2,16.4,93.7,88.9,54.1,93.6,60.6,32.0,27,68.7,-0.0076104693541077
461,Karimnagar,69.6,90.6,90.1,56.1,33.4,25.0,12.0,89.0,79.9,86.2,99.9,79.5,21.0,6,69.6,0.1140397363113647
462,Medchal Malkajgiri,69.6,80.8,78.6,96.8,24.3,19.0,17.2,88.9,88.9,42.4,87.1,76.4,16.0,2,74.0,-0.1489200089847852
463,Leh,69.6,89.5,95.9,73.2,30.3,27.5,13.9,94.0,82.1,78.8,98.3,70.3,21.0,6,69.6,0.0814599307435548
464,Nirmal,69.7,87.2,91.0,57.3,31.7,33.4,18.1,97.2,83.3,63.6,98.3,58.6,21.0,6,69.6,-0.07584763924009
465,Udhampur,69.8,71.2,69.1,68.6,37.3,31.9,19.8,87.8,85.8,69.8,76.4,77.3,19.02777778,21,74.0,0.1758378194236773
470,Kanpur Nagar,69.9,71.1,70.6,63.0,34.6,27.8,21.4,78.6,77.4,77.5,98.8,81.3,38.0,157,65.3,0.2373565419414853
469,Banswara,69.9,94.0,95.9,70.2,44.6,38.7,17.3,93.5,84.4,40.8,95.6,53.1,32.0,27,68.7,0.1049541844361124
468,Hyderabad,69.9,93.3,93.6,63.6,27.8,21.4,16.4,97.1,87.0,89.1,99.3,77.7,28.0,22,69.8,0.2253120211039058
467,Durg,69.9,91.2,94.9,70.6,30.4,18.9,17.7,77.9,76.3,84.4,99.6,83.6,21.0,6,69.6,0.1326806820288597
466,Hisar,69.9,94.2,92.5,61.8,38.9,27.7,16.9,92.2,85.8,89.5,98.5,80.3,38.0,26,65.2,0.3452255459406477
471,Koriya,70.0,78.2,71.5,48.3,32.1,31.8,18.1,92.5,90.4,73.3,87.6,74.8,38.0,26,65.2,-0.0359509626790139
472,Uttar Dinajpur,70.1,60.9,69.4,63.6,44.8,32.0,16.0,88.5,88.4,63.8,99.8,65.4,19.0,23,71.6,-0.0044865924325518
473,Bargarh,70.1,87.1,85.4,79.3,28.4,25.3,21.8,96.1,86.7,75.3,99.1,68.7,21.0,6,69.6,0.0526999169866561
474,Bhadradri Kothagudem,70.1,92.7,94.0,66.8,38.9,30.0,18.0,97.8,95.9,61.9,98.0,71.6,36.0,32,69.3,0.3214354414286829
475,Thane,70.2,87.2,93.3,58.5,40.8,30.8,17.8,83.1,79.0,74.7,96.7,90.5,16.0,23,72.5,0.3976508637720615
476,Mandi,70.3,84.2,83.2,49.9,31.3,21.3,19.9,100.0,94.1,87.0,96.5,94.0,17.0,12,72.9,0.3104868326824745
481,Warangal Urban,70.4,88.6,88.7,64.5,29.1,30.1,24.9,85.4,74.2,77.9,99.8,63.5,21.0,6,69.6,0.0297034227470607
480,Wardha,70.4,64.1,70.5,65.6,39.7,41.0,25.5,89.4,62.4,71.5,95.2,73.5,19.0,23,71.6,0.1682317472929219
482,Dhamtari,70.4,63.6,67.8,45.7,25.2,19.3,21.1,98.5,98.5,88.9,89.9,85.7,5.0,4,70.43913043,-0.1911881822174642
479,Suryapet,70.4,93.8,90.5,64.3,36.1,37.9,19.0,93.0,79.0,74.3,99.0,60.1,21.0,6,69.6,0.1401702776011415
478,West District,70.4,89.9,90.5,63.5,27.7,31.3,28.1,97.4,95.0,80.2,98.5,93.0,16.0,23,72.5,0.4738645504693503
477,Paschim Bardhaman,70.4,84.3,83.7,59.8,30.5,28.9,17.9,95.9,89.0,89.8,99.1,82.7,38.0,26,65.2,0.2181814382393649
483,Daman,70.5,89.5,87.6,63.0,30.0,29.3,25.2,82.8,83.9,67.1,96.0,85.9,19.02777778,3,70.43913043,0.1690888274570883
484,Bhavnagar,70.9,87.2,87.0,79.7,55.3,53.0,27.8,75.0,68.5,35.9,91.0,56.1,23.0,22,69.9,0.2932077299785288
485,Dohad,70.9,87.0,90.4,52.0,32.6,39.5,29.6,83.5,76.0,72.9,95.1,74.2,23.0,22,69.9,0.258799203340238
486,Gandhinagar,71.0,88.2,89.0,72.8,38.1,44.6,30.6,92.4,81.5,84.6,99.7,81.8,23.0,22,69.9,0.6152104905162815
487,Nadia,71.2,87.6,87.0,73.8,44.3,36.5,12.1,87.7,84.5,77.4,98.3,60.4,32.0,27,68.7,0.2712253915409947
488,Jalor,71.2,89.4,89.9,68.2,26.1,25.1,17.6,95.0,92.6,78.4,98.2,76.2,19.0,23,71.6,0.1605891577298093
489,Hanumakonda,71.3,92.6,92.3,54.9,29.5,36.0,29.5,91.8,72.7,81.2,99.1,76.9,21.0,6,69.6,0.2679546016894116
491,Vizianagaram,71.4,91.4,90.8,57.9,27.6,33.9,34.0,94.5,94.7,88.9,99.5,94.6,16.0,23,72.5,0.6016739731026652
490,Nagpur,71.4,83.9,89.2,73.9,36.4,32.2,19.2,92.5,76.8,61.7,93.1,58.3,24.0,14,70.0,0.0191197205144867
492,Kolkata,71.7,84.9,87.1,63.0,24.7,25.8,13.1,90.5,77.6,81.4,98.8,92.5,17.0,12,72.9,0.1873487474384381
493,Amravati,71.7,72.8,84.6,61.4,29.6,32.9,29.3,91.0,84.7,60.9,99.3,87.6,19.0,23,71.6,0.2088254591902491
494,Nuapada,71.7,80.2,79.4,64.8,29.0,38.0,26.2,95.9,92.5,75.7,95.8,87.8,16.0,23,72.5,0.3731336445858942
495,Una,71.7,85.9,86.5,64.6,43.1,38.0,18.1,100.0,97.0,58.4,97.5,53.5,36.0,32,69.3,0.2201145597119781
496,Nicobars,71.7,85.1,92.5,48.0,21.6,24.6,15.7,67.3,69.1,83.5,98.8,87.5,19.02777778,3,70.43913043,-0.0372486959524046
497,Harda,71.9,78.7,75.8,72.0,30.3,32.4,22.5,96.9,95.0,63.3,77.7,79.4,19.02777778,21,74.0,0.2201991674317658
498,Rajouri,71.9,83.9,84.6,69.4,38.8,34.7,28.0,96.3,92.6,68.8,92.3,71.4,43.0,51,66.5,0.3912737559380037
499,Patiala,72.0,81.8,81.3,66.8,20.3,16.9,9.9,89.0,76.6,88.1,99.1,76.6,18.0,22,72.7,-0.0723327411693353
500,Majuli,72.2,56.7,76.7,75.1,28.9,33.4,20.0,97.9,100.0,76.2,98.1,77.4,19.0,23,71.6,0.1303377260933829
501,Hooghly,72.2,73.5,73.5,65.5,35.4,22.2,14.1,90.9,84.3,65.6,98.6,83.4,36.0,25,66.9,-0.0067795666645393
503,Jhalawar,72.3,96.2,96.1,63.1,28.9,22.1,12.5,83.1,84.7,90.0,98.5,85.8,28.0,22,69.8,0.2858370772033797
502,Rohtak,72.3,89.7,91.0,56.9,34.0,38.1,29.0,90.6,83.9,62.1,92.4,54.3,32.0,27,68.7,0.1303659040199797
504,Junagadh,72.5,84.1,82.8,55.5,37.3,26.4,17.3,96.9,95.0,81.7,97.0,82.8,23.0,22,69.9,0.2629789799005633
505,Latur,72.6,93.3,92.5,56.5,43.2,33.9,18.0,88.9,83.0,72.5,94.6,83.3,16.0,23,72.5,0.4294939867024298
506,Buldana,72.7,86.7,84.8,66.8,45.0,47.2,31.7,90.1,91.8,68.9,89.7,79.9,16.0,23,72.5,0.6242186809992583
507,Mulugu,72.7,89.1,89.6,64.9,32.5,36.7,31.8,96.9,87.9,65.6,95.1,58.9,21.0,6,69.6,0.1367164323555703
508,Jayashankar,72.7,89.1,89.6,64.9,32.5,36.7,31.8,96.9,87.9,65.6,95.1,58.9,21.0,6,69.6,0.1367164323555703
509,Jalandhar,72.8,88.2,86.1,56.0,24.8,16.7,10.3,97.7,92.9,88.2,99.9,86.8,18.0,22,72.7,0.1387013678455593
510,Jogulamba Gadwal,72.9,88.3,88.2,66.9,49.7,41.7,17.3,93.5,86.9,73.7,97.0,45.0,21.0,6,69.6,0.1943655679013482
511,S.P.S. Nellore,73.0,95.5,94.3,68.6,29.2,27.8,17.2,81.1,69.4,81.8,95.6,70.5,24.0,14,70.0,0.1324887220525046
513,Central Delhi,73.1,79.7,82.0,79.8,32.9,34.7,21.1,88.8,82.0,65.5,91.5,70.8,36.0,32,69.3,0.2237668553998424
512,Sundargarh,73.1,84.9,90.1,54.6,33.5,25.5,13.5,89.9,84.4,77.0,99.7,83.5,19.02777778,47,75.3,0.3519456152110739
514,Sabar Kantha,73.2,86.9,83.9,73.8,37.0,41.0,33.1,93.1,88.5,61.0,90.7,74.5,23.0,22,69.9,0.3754213334299587
515,Krishna,73.3,88.3,90.3,59.0,29.8,21.1,14.3,90.0,90.0,79.1,94.4,76.9,24.0,14,70.0,0.0743415069569345
516,Sindhudurg,73.4,96.7,98.2,36.0,30.8,32.0,27.7,89.0,89.7,87.9,73.2,92.1,16.0,23,72.5,0.4772350267991476
517,Prakasam,73.4,90.1,90.3,64.8,22.6,24.7,8.7,65.3,55.0,78.4,98.6,62.8,24.0,14,70.0,-0.2354966705081594
518,Jamnagar,73.8,87.6,85.1,87.7,47.1,47.2,29.0,88.1,81.8,56.3,98.5,71.9,23.0,22,69.9,0.5075119159218922
519,Jajapur,73.8,92.4,86.4,60.1,28.4,28.9,23.8,92.7,78.4,86.6,99.7,83.1,23.0,22,69.9,0.2975410421411621
520,Aravalli,73.8,92.4,91.8,74.1,25.5,21.8,15.9,96.5,81.3,47.4,92.0,75.8,36.0,32,69.3,-0.0005877096951876
521,Sukma,74.0,85.2,89.4,57.2,30.0,29.1,19.6,91.1,83.1,56.3,95.7,56.9,32.0,27,68.7,-0.1063420936283739
522,Betul,74.0,85.4,86.2,56.6,30.8,31.4,21.7,91.6,91.0,59.8,87.1,72.7,43.0,51,66.5,0.1336290618414324
523,Bundi,74.0,80.6,79.9,77.9,41.8,37.4,21.2,76.8,80.1,35.5,96.0,39.8,38.0,26,65.2,-0.2491156647558259
524,Narsimhapur,74.2,91.4,87.4,48.5,32.0,28.1,19.6,88.2,87.9,77.0,99.8,69.2,43.0,51,66.5,0.1896188276406958
528,Chikkamagaluru,74.3,94.0,95.3,33.8,24.3,23.6,14.5,93.0,96.6,97.5,82.3,94.4,6.0,18,75.3,0.3157666594826459
527,Doda,74.3,87.8,87.3,61.1,50.5,46.3,16.7,84.1,69.0,73.5,97.9,57.0,24.0,14,70.0,0.3101435057845867
525,Kurnool,74.3,71.6,71.6,74.1,32.7,15.2,9.5,67.5,63.6,70.9,92.6,69.2,19.02777778,21,74.0,-0.1939595268026254
526,Idukki,74.3,90.9,91.4,45.6,27.3,25.4,24.9,100.0,91.0,92.3,95.7,82.9,19.0,15,69.4,0.2412054286161955
529,Kodagu,74.4,93.3,91.9,35.8,30.4,22.6,21.7,93.7,90.6,93.9,89.2,88.5,19.0,15,69.4,0.2416625544570937
530,Bengaluru Urban,74.6,92.6,93.3,55.9,28.7,24.9,21.2,90.1,86.1,90.0,98.9,80.3,43.0,51,66.5,0.3579834491315702
531,Indore,74.6,88.0,88.2,45.1,31.3,28.1,19.2,85.4,78.2,90.4,99.2,87.3,19.0,15,69.4,0.2117797005845774
532,Adilabad,74.8,83.4,80.3,68.0,45.7,52.0,29.5,86.7,72.5,50.8,95.7,64.8,21.0,6,69.6,0.2691850682080116
533,Bhadrak,74.9,89.0,94.4,69.9,32.3,28.9,15.8,97.2,85.4,62.0,100.0,80.1,36.0,32,69.3,0.2771684606392055
534,Chittaurgarh,75.0,91.2,94.7,46.6,31.4,25.9,14.6,97.1,89.1,63.8,97.6,56.1,32.0,27,68.7,-0.0732964305606335
537,Ranga Reddy,75.1,89.9,87.8,62.0,32.9,32.3,25.2,79.7,67.1,80.1,98.3,82.4,23.0,22,69.9,0.2998071848832216
536,Nagarkurnool,75.1,90.3,91.0,62.1,35.1,30.9,27.3,90.1,81.1,73.2,99.6,57.1,21.0,6,69.6,0.0988771058731314
535,Morbi,75.1,89.8,90.0,58.0,37.8,29.5,13.9,87.6,85.8,81.1,99.4,72.1,21.0,6,69.6,0.1672718254867634
538,Baramula,75.2,80.1,76.0,75.3,23.2,17.3,18.2,84.1,76.6,77.7,93.3,67.9,19.02777778,21,74.0,-0.0554689007598485
539,Kinnaur,75.3,83.4,85.6,52.4,32.2,18.9,11.3,96.4,94.1,80.1,96.9,89.1,17.0,12,72.9,0.1759304076216789
540,Dehradun,75.3,82.4,84.2,45.6,20.9,19.1,10.1,86.2,76.0,83.9,99.0,85.8,24.0,18,70.9,-0.0628224543147169
541,Dibrugarh,75.6,82.1,87.0,64.3,27.3,32.0,20.6,97.8,83.8,75.3,98.1,76.6,36.0,25,66.9,0.1632041753417442
542,Bankura,75.7,67.2,76.5,80.3,30.3,38.8,26.0,93.5,94.1,49.2,96.3,68.3,19.0,23,71.6,0.058645426307961
543,Hassan,75.8,90.7,89.8,68.7,33.3,30.0,22.7,97.7,95.4,58.2,63.4,74.1,36.0,32,69.3,0.2467112792573044
